Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	IndividualID	Cohort
Lewis5027s02	Lewis5027s01	Lewis5027s04	Lewis5027s03	Lewis5027s02	Lewis5027s04	Lewis5027s01	Lewis5027s04	Lewis5027s03	Lewis5027s02	Lewis5027s03	Lewis5027s04	Lewis5027s04	Lewis5027s01	Lewis5027s04	Lewis5027s01	Lewis5027s01	Lewis5027s04	Lewis5027s01	Lewis5027s04	Lewis5027	Lewis
Lewis5029s01	Lewis5029s01	Lewis5029s04	Lewis5029s02	Lewis5029s03	Lewis5029s03	Lewis5029s02	Lewis5029s03	Lewis5029s03	Lewis5029s03	Lewis5029s01	Lewis5029s03	Lewis5029s01	Lewis5029s04	Lewis5029s04	Lewis5029s04	Lewis5029s04	Lewis5029s03	Lewis5029s03	Lewis5029s04	Lewis5029	Lewis
Lewis5030s01	Lewis5030s03	Lewis5030s02	Lewis5030s04	Lewis5030s01	Lewis5030s04	Lewis5030s03	Lewis5030s02	Lewis5030s01	Lewis5030s04	Lewis5030s03	Lewis5030s03	Lewis5030s01	Lewis5030s03	Lewis5030s02	Lewis5030s01	Lewis5030s03	Lewis5030s02	Lewis5030s04	Lewis5030s02	Lewis5030	Lewis
Lewis5031s04	Lewis5031s03	Lewis5031s04	Lewis5031s03	Lewis5031s01	Lewis5031s01	Lewis5031s01	Lewis5031s03	Lewis5031s02	Lewis5031s01	Lewis5031s01	Lewis5031s04	Lewis5031s03	Lewis5031s04	Lewis5031s01	Lewis5031s01	Lewis5031s04	Lewis5031s04	Lewis5031s01	Lewis5031s02	Lewis5031	Lewis
Lewis5032s01	Lewis5032s03	Lewis5032s01	Lewis5032s01	Lewis5032s04	Lewis5032s03	Lewis5032s02	Lewis5032s02	Lewis5032s03	Lewis5032s03	Lewis5032s01	Lewis5032s03	Lewis5032s02	Lewis5032s04	Lewis5032s02	Lewis5032s02	Lewis5032s03	Lewis5032s02	Lewis5032s04	Lewis5032s02	Lewis5032	Lewis
Lewis5033s03	Lewis5033s02	Lewis5033s02	Lewis5033s04	Lewis5033s04	Lewis5033s01	Lewis5033s04	Lewis5033s03	Lewis5033s02	Lewis5033s03	Lewis5033s03	Lewis5033s01	Lewis5033s01	Lewis5033s04	Lewis5033s03	Lewis5033s01	Lewis5033s04	Lewis5033s02	Lewis5033s04	Lewis5033s03	Lewis5033	Lewis
Lewis5034s02	Lewis5034s03	Lewis5034s02	Lewis5034s02	Lewis5034s03	Lewis5034s04	Lewis5034s03	Lewis5034s01	Lewis5034s02	Lewis5034s02	Lewis5034s03	Lewis5034s03	Lewis5034s03	Lewis5034s01	Lewis5034s04	Lewis5034s01	Lewis5034s04	Lewis5034s02	Lewis5034s02	Lewis5034s04	Lewis5034	Lewis
Lewis5035s01	Lewis5035s03	Lewis5035s01	Lewis5035s01	Lewis5035s04	Lewis5035s04	Lewis5035s04	Lewis5035s03	Lewis5035s04	Lewis5035s01	Lewis5035s02	Lewis5035s04	Lewis5035s02	Lewis5035s04	Lewis5035s01	Lewis5035s03	Lewis5035s01	Lewis5035s03	Lewis5035s03	Lewis5035s03	Lewis5035	Lewis
Lewis5037s03	Lewis5037s02	Lewis5037s04	Lewis5037s02	Lewis5037s02	Lewis5037s04	Lewis5037s04	Lewis5037s02	Lewis5037s01	Lewis5037s01	Lewis5037s04	Lewis5037s03	Lewis5037s01	Lewis5037s03	Lewis5037s04	Lewis5037s02	Lewis5037s04	Lewis5037s03	Lewis5037s03	Lewis5037s02	Lewis5037	Lewis
Lewis5039s02	Lewis5039s01	Lewis5039s03	Lewis5039s03	Lewis5039s04	Lewis5039s01	Lewis5039s03	Lewis5039s04	Lewis5039s02	Lewis5039s02	Lewis5039s04	Lewis5039s01	Lewis5039s01	Lewis5039s04	Lewis5039s04	Lewis5039s03	Lewis5039s01	Lewis5039s03	Lewis5039s02	Lewis5039s03	Lewis5039	Lewis
Lewis5040s03	Lewis5040s04	Lewis5040s02	Lewis5040s01	Lewis5040s04	Lewis5040s01	Lewis5040s02	Lewis5040s04	Lewis5040s03	Lewis5040s02	Lewis5040s02	Lewis5040s02	Lewis5040s03	Lewis5040s03	Lewis5040s01	Lewis5040s04	Lewis5040s04	Lewis5040s02	Lewis5040s04	Lewis5040s04	Lewis5040	Lewis
Lewis5041s03	Lewis5041s03	Lewis5041s01	Lewis5041s04	Lewis5041s02	Lewis5041s02	Lewis5041s02	Lewis5041s02	Lewis5041s02	Lewis5041s01	Lewis5041s01	Lewis5041s04	Lewis5041s02	Lewis5041s03	Lewis5041s01	Lewis5041s02	Lewis5041s01	Lewis5041s02	Lewis5041s01	Lewis5041s02	Lewis5041	Lewis
Lewis5042s03	Lewis5042s04	Lewis5042s03	Lewis5042s01	Lewis5042s03	Lewis5042s02	Lewis5042s02	Lewis5042s03	Lewis5042s01	Lewis5042s04	Lewis5042s01	Lewis5042s04	Lewis5042s01	Lewis5042s03	Lewis5042s02	Lewis5042s03	Lewis5042s03	Lewis5042s03	Lewis5042s01	Lewis5042s04	Lewis5042	Lewis
Lewis5043s01	Lewis5043s03	Lewis5043s02	Lewis5043s04	Lewis5043s03	Lewis5043s02	Lewis5043s04	Lewis5043s01	Lewis5043s04	Lewis5043s01	Lewis5043s03	Lewis5043s01	Lewis5043s01	Lewis5043s02	Lewis5043s03	Lewis5043s03	Lewis5043s02	Lewis5043s04	Lewis5043s01	Lewis5043s02	Lewis5043	Lewis
Lewis5044s02	Lewis5044s03	Lewis5044s01	Lewis5044s02	Lewis5044s03	Lewis5044s03	Lewis5044s04	Lewis5044s03	Lewis5044s04	Lewis5044s04	Lewis5044s01	Lewis5044s01	Lewis5044s02	Lewis5044s01	Lewis5044s01	Lewis5044s02	Lewis5044s02	Lewis5044s02	Lewis5044s03	Lewis5044s04	Lewis5044	Lewis
Lewis5045s03	Lewis5045s03	Lewis5045s02	Lewis5045s01	Lewis5045s02	Lewis5045s03	Lewis5045s03	Lewis5045s03	Lewis5045s03	Lewis5045s01	Lewis5045s04	Lewis5045s03	Lewis5045s02	Lewis5045s04	Lewis5045s03	Lewis5045s02	Lewis5045s03	Lewis5045s02	Lewis5045s03	Lewis5045s02	Lewis5045	Lewis
Lewis5046s03	Lewis5046s04	Lewis5046s04	Lewis5046s03	Lewis5046s03	Lewis5046s02	Lewis5046s04	Lewis5046s01	Lewis5046s02	Lewis5046s01	Lewis5046s04	Lewis5046s02	Lewis5046s02	Lewis5046s02	Lewis5046s03	Lewis5046s01	Lewis5046s04	Lewis5046s04	Lewis5046s02	Lewis5046s02	Lewis5046	Lewis
Lewis5047s02	Lewis5047s04	Lewis5047s03	Lewis5047s01	Lewis5047s04	Lewis5047s03	Lewis5047s01	Lewis5047s01	Lewis5047s04	Lewis5047s01	Lewis5047s03	Lewis5047s01	Lewis5047s02	Lewis5047s02	Lewis5047s02	Lewis5047s04	Lewis5047s04	Lewis5047s03	Lewis5047s01	Lewis5047s02	Lewis5047	Lewis
Lewis5048s04	Lewis5048s03	Lewis5048s04	Lewis5048s03	Lewis5048s04	Lewis5048s01	Lewis5048s02	Lewis5048s02	Lewis5048s03	Lewis5048s02	Lewis5048s01	Lewis5048s01	Lewis5048s01	Lewis5048s01	Lewis5048s01	Lewis5048s02	Lewis5048s01	Lewis5048s01	Lewis5048s02	Lewis5048s02	Lewis5048	Lewis
Lewis5049s04	Lewis5049s03	Lewis5049s02	Lewis5049s01	Lewis5049s01	Lewis5049s01	Lewis5049s04	Lewis5049s02	Lewis5049s02	Lewis5049s04	Lewis5049s02	Lewis5049s01	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s01	Lewis5049s03	Lewis5049s04	Lewis5049	Lewis
Lewis5050s01	Lewis5050s02	Lewis5050s02	Lewis5050s04	Lewis5050s03	Lewis5050s01	Lewis5050s02	Lewis5050s01	Lewis5050s01	Lewis5050s03	Lewis5050s02	Lewis5050s02	Lewis5050s02	Lewis5050s01	Lewis5050s04	Lewis5050s04	Lewis5050s02	Lewis5050s02	Lewis5050s02	Lewis5050s03	Lewis5050	Lewis
Lewis5052s02	Lewis5052s03	Lewis5052s03	Lewis5052s04	Lewis5052s02	Lewis5052s03	Lewis5052s04	Lewis5052s04	Lewis5052s01	Lewis5052s01	Lewis5052s03	Lewis5052s03	Lewis5052s03	Lewis5052s03	Lewis5052s03	Lewis5052s03	Lewis5052s04	Lewis5052s01	Lewis5052s03	Lewis5052s02	Lewis5052	Lewis
Lewis5053s02	Lewis5053s01	Lewis5053s03	Lewis5053s01	Lewis5053s02	Lewis5053s01	Lewis5053s03	Lewis5053s03	Lewis5053s01	Lewis5053s01	Lewis5053s03	Lewis5053s03	Lewis5053s02	Lewis5053s01	Lewis5053s01	Lewis5053s02	Lewis5053s02	Lewis5053s04	Lewis5053s04	Lewis5053s01	Lewis5053	Lewis
Lewis5054s01	Lewis5054s02	Lewis5054s02	Lewis5054s01	Lewis5054s04	Lewis5054s01	Lewis5054s04	Lewis5054s04	Lewis5054s03	Lewis5054s02	Lewis5054s02	Lewis5054s04	Lewis5054s02	Lewis5054s04	Lewis5054s02	Lewis5054s01	Lewis5054s01	Lewis5054s01	Lewis5054s03	Lewis5054s04	Lewis5054	Lewis
Lewis5055s04	Lewis5055s03	Lewis5055s01	Lewis5055s01	Lewis5055s03	Lewis5055s03	Lewis5055s03	Lewis5055s03	Lewis5055s03	Lewis5055s03	Lewis5055s01	Lewis5055s02	Lewis5055s01	Lewis5055s04	Lewis5055s04	Lewis5055s03	Lewis5055s03	Lewis5055s02	Lewis5055s02	Lewis5055s02	Lewis5055	Lewis
Lewis5056s02	Lewis5056s01	Lewis5056s04	Lewis5056s03	Lewis5056s03	Lewis5056s02	Lewis5056s04	Lewis5056s01	Lewis5056s04	Lewis5056s04	Lewis5056s01	Lewis5056s03	Lewis5056s04	Lewis5056s04	Lewis5056s03	Lewis5056s03	Lewis5056s03	Lewis5056s02	Lewis5056s03	Lewis5056s03	Lewis5056	Lewis
Lewis5057s04	Lewis5057s02	Lewis5057s04	Lewis5057s02	Lewis5057s04	Lewis5057s03	Lewis5057s03	Lewis5057s03	Lewis5057s03	Lewis5057s04	Lewis5057s01	Lewis5057s03	Lewis5057s03	Lewis5057s02	Lewis5057s04	Lewis5057s04	Lewis5057s01	Lewis5057s01	Lewis5057s01	Lewis5057s02	Lewis5057	Lewis
Lewis5058s04	Lewis5058s01	Lewis5058s01	Lewis5058s01	Lewis5058s04	Lewis5058s04	Lewis5058s03	Lewis5058s02	Lewis5058s04	Lewis5058s04	Lewis5058s03	Lewis5058s03	Lewis5058s01	Lewis5058s01	Lewis5058s04	Lewis5058s03	Lewis5058s02	Lewis5058s03	Lewis5058s01	Lewis5058s01	Lewis5058	Lewis
Lewis5060s03	Lewis5060s01	Lewis5060s01	Lewis5060s04	Lewis5060s03	Lewis5060s04	Lewis5060s02	Lewis5060s03	Lewis5060s02	Lewis5060s01	Lewis5060s01	Lewis5060s02	Lewis5060s02	Lewis5060s01	Lewis5060s02	Lewis5060s03	Lewis5060s03	Lewis5060s01	Lewis5060s03	Lewis5060s01	Lewis5060	Lewis
Lewis5062s04	Lewis5062s03	Lewis5062s04	Lewis5062s01	Lewis5062s01	Lewis5062s03	Lewis5062s02	Lewis5062s01	Lewis5062s04	Lewis5062s04	Lewis5062s04	Lewis5062s03	Lewis5062s02	Lewis5062s04	Lewis5062s01	Lewis5062s04	Lewis5062s02	Lewis5062s02	Lewis5062s01	Lewis5062s03	Lewis5062	Lewis
Lewis5063s04	Lewis5063s02	Lewis5063s04	Lewis5063s03	Lewis5063s02	Lewis5063s03	Lewis5063s03	Lewis5063s02	Lewis5063s04	Lewis5063s03	Lewis5063s02	Lewis5063s03	Lewis5063s01	Lewis5063s03	Lewis5063s04	Lewis5063s01	Lewis5063s04	Lewis5063s02	Lewis5063s01	Lewis5063s01	Lewis5063	Lewis
Lewis5064s03	Lewis5064s01	Lewis5064s01	Lewis5064s01	Lewis5064s04	Lewis5064s03	Lewis5064s01	Lewis5064s02	Lewis5064s02	Lewis5064s02	Lewis5064s02	Lewis5064s04	Lewis5064s01	Lewis5064s02	Lewis5064s01	Lewis5064s03	Lewis5064s04	Lewis5064s04	Lewis5064s01	Lewis5064s03	Lewis5064	Lewis
Lewis5065s04	Lewis5065s01	Lewis5065s04	Lewis5065s03	Lewis5065s01	Lewis5065s01	Lewis5065s03	Lewis5065s03	Lewis5065s01	Lewis5065s04	Lewis5065s03	Lewis5065s01	Lewis5065s03	Lewis5065s01	Lewis5065s04	Lewis5065s02	Lewis5065s02	Lewis5065s02	Lewis5065s03	Lewis5065s01	Lewis5065	Lewis
Lewis5066s03	Lewis5066s04	Lewis5066s04	Lewis5066s02	Lewis5066s02	Lewis5066s03	Lewis5066s02	Lewis5066s02	Lewis5066s01	Lewis5066s03	Lewis5066s02	Lewis5066s02	Lewis5066s01	Lewis5066s02	Lewis5066s04	Lewis5066s01	Lewis5066s01	Lewis5066s02	Lewis5066s04	Lewis5066s02	Lewis5066	Lewis
Lewis6002s04	Lewis6002s01	Lewis6002s01	Lewis6002s03	Lewis6002s02	Lewis6002s01	Lewis6002s04	Lewis6002s04	Lewis6002s01	Lewis6002s02	Lewis6002s02	Lewis6002s03	Lewis6002s01	Lewis6002s03	Lewis6002s02	Lewis6002s03	Lewis6002s02	Lewis6002s04	Lewis6002s01	Lewis6002s02	Lewis6002	Lewis
Lewis6003s03	Lewis6003s03	Lewis6003s02	Lewis6003s01	Lewis6003s03	Lewis6003s01	Lewis6003s01	Lewis6003s03	Lewis6003s02	Lewis6003s01	Lewis6003s01	Lewis6003s04	Lewis6003s04	Lewis6003s02	Lewis6003s04	Lewis6003s04	Lewis6003s04	Lewis6003s03	Lewis6003s02	Lewis6003s02	Lewis6003	Lewis
Lewis6004s01	Lewis6004s03	Lewis6004s01	Lewis6004s01	Lewis6004s01	Lewis6004s01	Lewis6004s03	Lewis6004s01	Lewis6004s01	Lewis6004s03	Lewis6004s01	Lewis6004s03	Lewis6004s03	Lewis6004s03	Lewis6004s01	Lewis6004s01	Lewis6004s01	Lewis6004s03	Lewis6004s01	Lewis6004s01	Lewis6004	Lewis
Lewis6005s02	Lewis6005s04	Lewis6005s01	Lewis6005s03	Lewis6005s04	Lewis6005s01	Lewis6005s02	Lewis6005s01	Lewis6005s02	Lewis6005s01	Lewis6005s03	Lewis6005s02	Lewis6005s03	Lewis6005s01	Lewis6005s03	Lewis6005s01	Lewis6005s01	Lewis6005s03	Lewis6005s02	Lewis6005s01	Lewis6005	Lewis
Lewis6006s03	Lewis6006s02	Lewis6006s03	Lewis6006s04	Lewis6006s03	Lewis6006s03	Lewis6006s01	Lewis6006s04	Lewis6006s03	Lewis6006s04	Lewis6006s01	Lewis6006s01	Lewis6006s01	Lewis6006s02	Lewis6006s01	Lewis6006s03	Lewis6006s01	Lewis6006s03	Lewis6006s02	Lewis6006s02	Lewis6006	Lewis
Lewis6007s04	Lewis6007s02	Lewis6007s01	Lewis6007s03	Lewis6007s03	Lewis6007s01	Lewis6007s02	Lewis6007s03	Lewis6007s03	Lewis6007s02	Lewis6007s03	Lewis6007s03	Lewis6007s03	Lewis6007s01	Lewis6007s04	Lewis6007s01	Lewis6007s03	Lewis6007s01	Lewis6007s01	Lewis6007s01	Lewis6007	Lewis
Lewis6008s02	Lewis6008s04	Lewis6008s03	Lewis6008s03	Lewis6008s01	Lewis6008s01	Lewis6008s02	Lewis6008s02	Lewis6008s03	Lewis6008s01	Lewis6008s03	Lewis6008s02	Lewis6008s04	Lewis6008s03	Lewis6008s04	Lewis6008s03	Lewis6008s02	Lewis6008s03	Lewis6008s03	Lewis6008s03	Lewis6008	Lewis
Lewis6009s01	Lewis6009s03	Lewis6009s03	Lewis6009s02	Lewis6009s02	Lewis6009s01	Lewis6009s01	Lewis6009s02	Lewis6009s02	Lewis6009s02	Lewis6009s03	Lewis6009s01	Lewis6009s02	Lewis6009s03	Lewis6009s03	Lewis6009s01	Lewis6009s02	Lewis6009s01	Lewis6009s02	Lewis6009s01	Lewis6009	Lewis
Lewis6010s01	Lewis6010s04	Lewis6010s02	Lewis6010s03	Lewis6010s04	Lewis6010s02	Lewis6010s02	Lewis6010s01	Lewis6010s01	Lewis6010s02	Lewis6010s03	Lewis6010s02	Lewis6010s01	Lewis6010s04	Lewis6010s02	Lewis6010s03	Lewis6010s04	Lewis6010s02	Lewis6010s01	Lewis6010s03	Lewis6010	Lewis
Lewis6011s04	Lewis6011s03	Lewis6011s04	Lewis6011s02	Lewis6011s03	Lewis6011s02	Lewis6011s02	Lewis6011s01	Lewis6011s04	Lewis6011s02	Lewis6011s03	Lewis6011s02	Lewis6011s01	Lewis6011s01	Lewis6011s04	Lewis6011s04	Lewis6011s01	Lewis6011s04	Lewis6011s02	Lewis6011s02	Lewis6011	Lewis
Lewis6012s01	Lewis6012s01	Lewis6012s02	Lewis6012s01	Lewis6012s02	Lewis6012s03	Lewis6012s03	Lewis6012s04	Lewis6012s02	Lewis6012s04	Lewis6012s04	Lewis6012s03	Lewis6012s01	Lewis6012s03	Lewis6012s04	Lewis6012s03	Lewis6012s03	Lewis6012s01	Lewis6012s04	Lewis6012s03	Lewis6012	Lewis
Lewis6013s03	Lewis6013s02	Lewis6013s04	Lewis6013s02	Lewis6013s04	Lewis6013s02	Lewis6013s01	Lewis6013s01	Lewis6013s02	Lewis6013s02	Lewis6013s02	Lewis6013s01	Lewis6013s01	Lewis6013s03	Lewis6013s01	Lewis6013s03	Lewis6013s01	Lewis6013s04	Lewis6013s03	Lewis6013s04	Lewis6013	Lewis
Lewis6014s04	Lewis6014s02	Lewis6014s04	Lewis6014s04	Lewis6014s02	Lewis6014s01	Lewis6014s04	Lewis6014s02	Lewis6014s04	Lewis6014s03	Lewis6014s03	Lewis6014s04	Lewis6014s03	Lewis6014s03	Lewis6014s01	Lewis6014s02	Lewis6014s02	Lewis6014s01	Lewis6014s02	Lewis6014s04	Lewis6014	Lewis
Lewis6015s03	Lewis6015s04	Lewis6015s01	Lewis6015s04	Lewis6015s02	Lewis6015s04	Lewis6015s02	Lewis6015s02	Lewis6015s02	Lewis6015s03	Lewis6015s01	Lewis6015s03	Lewis6015s04	Lewis6015s03	Lewis6015s03	Lewis6015s03	Lewis6015s03	Lewis6015s03	Lewis6015s04	Lewis6015s04	Lewis6015	Lewis
Lewis6016s03	Lewis6016s03	Lewis6016s03	Lewis6016s02	Lewis6016s04	Lewis6016s03	Lewis6016s03	Lewis6016s01	Lewis6016s03	Lewis6016s04	Lewis6016s04	Lewis6016s01	Lewis6016s04	Lewis6016s03	Lewis6016s02	Lewis6016s04	Lewis6016s04	Lewis6016s01	Lewis6016s01	Lewis6016s03	Lewis6016	Lewis
Lewis6017s01	Lewis6017s01	Lewis6017s04	Lewis6017s02	Lewis6017s04	Lewis6017s03	Lewis6017s01	Lewis6017s04	Lewis6017s02	Lewis6017s03	Lewis6017s04	Lewis6017s04	Lewis6017s04	Lewis6017s03	Lewis6017s02	Lewis6017s04	Lewis6017s04	Lewis6017s03	Lewis6017s01	Lewis6017s04	Lewis6017	Lewis
Lewis6018s04	Lewis6018s03	Lewis6018s01	Lewis6018s04	Lewis6018s02	Lewis6018s01	Lewis6018s04	Lewis6018s03	Lewis6018s02	Lewis6018s03	Lewis6018s03	Lewis6018s04	Lewis6018s04	Lewis6018s04	Lewis6018s01	Lewis6018s02	Lewis6018s04	Lewis6018s03	Lewis6018s03	Lewis6018s01	Lewis6018	Lewis
Lewis6019s04	Lewis6019s01	Lewis6019s04	Lewis6019s02	Lewis6019s04	Lewis6019s03	Lewis6019s01	Lewis6019s03	Lewis6019s01	Lewis6019s03	Lewis6019s04	Lewis6019s02	Lewis6019s02	Lewis6019s04	Lewis6019s02	Lewis6019s03	Lewis6019s04	Lewis6019s01	Lewis6019s01	Lewis6019s01	Lewis6019	Lewis
Lewis7001s03	Lewis7001s04	Lewis7001s02	Lewis7001s04	Lewis7001s02	Lewis7001s04	Lewis7001s01	Lewis7001s01	Lewis7001s03	Lewis7001s04	Lewis7001s01	Lewis7001s03	Lewis7001s04	Lewis7001s03	Lewis7001s02	Lewis7001s03	Lewis7001s02	Lewis7001s02	Lewis7001s03	Lewis7001s01	Lewis7001	Lewis
Lewis7002s04	Lewis7002s02	Lewis7002s01	Lewis7002s02	Lewis7002s01	Lewis7002s03	Lewis7002s03	Lewis7002s02	Lewis7002s03	Lewis7002s01	Lewis7002s03	Lewis7002s01	Lewis7002s03	Lewis7002s03	Lewis7002s02	Lewis7002s03	Lewis7002s03	Lewis7002s03	Lewis7002s03	Lewis7002s03	Lewis7002	Lewis
Lewis7003s01	Lewis7003s01	Lewis7003s04	Lewis7003s02	Lewis7003s04	Lewis7003s04	Lewis7003s01	Lewis7003s02	Lewis7003s02	Lewis7003s02	Lewis7003s02	Lewis7003s03	Lewis7003s04	Lewis7003s01	Lewis7003s01	Lewis7003s02	Lewis7003s04	Lewis7003s03	Lewis7003s03	Lewis7003s02	Lewis7003	Lewis
Lewis7004s02	Lewis7004s02	Lewis7004s04	Lewis7004s02	Lewis7004s04	Lewis7004s01	Lewis7004s01	Lewis7004s01	Lewis7004s03	Lewis7004s02	Lewis7004s04	Lewis7004s04	Lewis7004s04	Lewis7004s03	Lewis7004s02	Lewis7004s04	Lewis7004s02	Lewis7004s04	Lewis7004s03	Lewis7004s02	Lewis7004	Lewis
Lewis7005s02	Lewis7005s03	Lewis7005s03	Lewis7005s03	Lewis7005s02	Lewis7005s01	Lewis7005s02	Lewis7005s03	Lewis7005s04	Lewis7005s04	Lewis7005s04	Lewis7005s03	Lewis7005s02	Lewis7005s03	Lewis7005s04	Lewis7005s01	Lewis7005s04	Lewis7005s02	Lewis7005s01	Lewis7005s02	Lewis7005	Lewis
Lewis7006s03	Lewis7006s01	Lewis7006s02	Lewis7006s04	Lewis7006s01	Lewis7006s01	Lewis7006s01	Lewis7006s03	Lewis7006s02	Lewis7006s01	Lewis7006s01	Lewis7006s03	Lewis7006s03	Lewis7006s02	Lewis7006s04	Lewis7006s02	Lewis7006s03	Lewis7006s02	Lewis7006s01	Lewis7006s01	Lewis7006	Lewis
Lewis7007s04	Lewis7007s03	Lewis7007s01	Lewis7007s04	Lewis7007s01	Lewis7007s03	Lewis7007s03	Lewis7007s04	Lewis7007s01	Lewis7007s01	Lewis7007s01	Lewis7007s01	Lewis7007s01	Lewis7007s01	Lewis7007s03	Lewis7007s02	Lewis7007s01	Lewis7007s03	Lewis7007s01	Lewis7007s01	Lewis7007	Lewis
Lewis7008s04	Lewis7008s03	Lewis7008s01	Lewis7008s04	Lewis7008s04	Lewis7008s01	Lewis7008s02	Lewis7008s04	Lewis7008s04	Lewis7008s01	Lewis7008s03	Lewis7008s03	Lewis7008s02	Lewis7008s02	Lewis7008s04	Lewis7008s02	Lewis7008s01	Lewis7008s03	Lewis7008s03	Lewis7008s03	Lewis7008	Lewis
Lewis7009s03	Lewis7009s01	Lewis7009s04	Lewis7009s01	Lewis7009s04	Lewis7009s02	Lewis7009s03	Lewis7009s03	Lewis7009s02	Lewis7009s03	Lewis7009s04	Lewis7009s01	Lewis7009s01	Lewis7009s02	Lewis7009s02	Lewis7009s01	Lewis7009s03	Lewis7009s04	Lewis7009s02	Lewis7009s03	Lewis7009	Lewis
Lewis7010s01	Lewis7010s02	Lewis7010s04	Lewis7010s01	Lewis7010s03	Lewis7010s04	Lewis7010s03	Lewis7010s01	Lewis7010s04	Lewis7010s04	Lewis7010s02	Lewis7010s01	Lewis7010s02	Lewis7010s02	Lewis7010s04	Lewis7010s04	Lewis7010s01	Lewis7010s03	Lewis7010s04	Lewis7010s04	Lewis7010	Lewis
Lewis7011s04	Lewis7011s02	Lewis7011s03	Lewis7011s04	Lewis7011s03	Lewis7011s01	Lewis7011s04	Lewis7011s03	Lewis7011s01	Lewis7011s04	Lewis7011s03	Lewis7011s01	Lewis7011s04	Lewis7011s01	Lewis7011s02	Lewis7011s01	Lewis7011s01	Lewis7011s04	Lewis7011s04	Lewis7011s02	Lewis7011	Lewis
Lewis7012s02	Lewis7012s02	Lewis7012s03	Lewis7012s02	Lewis7012s03	Lewis7012s01	Lewis7012s03	Lewis7012s01	Lewis7012s01	Lewis7012s03	Lewis7012s02	Lewis7012s03	Lewis7012s01	Lewis7012s01	Lewis7012s03	Lewis7012s02	Lewis7012s02	Lewis7012s01	Lewis7012s02	Lewis7012s01	Lewis7012	Lewis
Lewis7013s02	Lewis7013s02	Lewis7013s03	Lewis7013s03	Lewis7013s03	Lewis7013s03	Lewis7013s04	Lewis7013s02	Lewis7013s01	Lewis7013s03	Lewis7013s03	Lewis7013s01	Lewis7013s01	Lewis7013s04	Lewis7013s04	Lewis7013s02	Lewis7013s02	Lewis7013s04	Lewis7013s02	Lewis7013s03	Lewis7013	Lewis
Lewis7014s02	Lewis7014s02	Lewis7014s03	Lewis7014s02	Lewis7014s02	Lewis7014s02	Lewis7014s01	Lewis7014s03	Lewis7014s02	Lewis7014s03	Lewis7014s01	Lewis7014s01	Lewis7014s03	Lewis7014s02	Lewis7014s03	Lewis7014s01	Lewis7014s03	Lewis7014s02	Lewis7014s03	Lewis7014s01	Lewis7014	Lewis
Lewis7015s02	Lewis7015s02	Lewis7015s03	Lewis7015s04	Lewis7015s02	Lewis7015s03	Lewis7015s01	Lewis7015s02	Lewis7015s04	Lewis7015s03	Lewis7015s02	Lewis7015s01	Lewis7015s02	Lewis7015s01	Lewis7015s04	Lewis7015s02	Lewis7015s03	Lewis7015s03	Lewis7015s02	Lewis7015s04	Lewis7015	Lewis
LIBD149	LIBD79	LIBD4	LIBD59	LIBD3	LIBD59	LIBD147	LIBD58	LIBD58	LIBD58	LIBD59	LIBD147	LIBD2	LIBD147	LIBD147	LIBD149	LIBD148	LIBD149	LIBD1	LIBD148	p8582	LIBD
LIBD83	LIBD80	LIBD83	LIBD80	LIBD85	LIBD83	LIBD77	LIBD76	LIBD81	LIBD82	LIBD83	LIBD83	LIBD85	LIBD81	LIBD85	LIBD82	LIBD84	LIBD85	LIBD76	LIBD85	p8585	LIBD
LIBD115	LIBD129	LIBD106	LIBD112	LIBD113	LIBD113	LIBD109	LIBD129	LIBD112	LIBD110	LIBD107	LIBD108	LIBD106	LIBD115	LIBD114	LIBD112	LIBD110	LIBD107	LIBD106	LIBD109	p8600	LIBD
LIBD133	LIBD132	LIBD158	LIBD156	LIBD133	LIBD131	LIBD134	LIBD157	LIBD158	LIBD159	LIBD134	LIBD135	LIBD136	LIBD128	LIBD157	LIBD132	LIBD136	LIBD128	LIBD156	LIBD135	p8646	LIBD
LIBD151	LIBD11	LIBD12	LIBD11	LIBD12	LIBD150	LIBD10	LIBD150	LIBD154	LIBD13	LIBD12	LIBD13	LIBD13	LIBD11	LIBD10	LIBD151	LIBD12	LIBD10	LIBD12	LIBD10	p8649	LIBD
LIBD32	LIBD34	LIBD32	LIBD28	LIBD29	LIBD34	LIBD27	LIBD27	LIBD29	LIBD34	LIBD28	LIBD30	LIBD6	LIBD8	LIBD30	LIBD29	LIBD32	LIBD33	LIBD5	LIBD5	p8712	LIBD
LIBD49	LIBD46	LIBD46	LIBD26	LIBD49	LIBD25	LIBD47	LIBD45	LIBD26	LIBD25	LIBD45	LIBD46	LIBD51	LIBD50	LIBD52	LIBD26	LIBD50	LIBD50	LIBD52	LIBD47	p8748	LIBD
