SMPLID,DIR,RawInputSize,InputIsPaired,InputIsSingle,FilteredContaRdsPerc,Kraken_human,FilteredContaRds,FilteredNonContaRds,FilteredContaRdsPerc_EBI,FilteredContaRds_EBI,FilteredNonContaRds_EBI,totRds,Rejected1,Rejected2,Accepted1,Accepted2,Singl1,Singl2,AvgSeqLen,MaxSeqLength,AvgSeqQual,accErr,Merged,NotMerged,AvgGenomeSizeEst,TotalGenomesEst,ContigN50,NScaff400,NScaffG1k,NScaffG10k,NScaffG100k,NScaffG1M,ScaffN50,ScaffMaxSize,ScaffSize,CircCtgs,CircCtgG1M,ReadsPaired,AlignedReads,OverallAlignment,UniqueAlgned,MultAlign,DisconcAlign,SingleUniqAlign,SingleMultiAlign,OpticalDuplicates,PCRduplicates,PassedMD,EstLibSize,GeneNumber,AvgGeneLength,AvgComplGeneLength,BpGenes,BpNotGenes,Gcomplete,G5pComplete,G3pComplete,Gincomplete,HQ_bins_SB,MQ_bins_SB,HQ_bins_MB2,MQ_bins_MB2,HQ_bins_MD,MQ_bins_MD,HQ_bins_GF,MQ_bins_GF,SNP_TotalResolvedBp,SNP_fastaEntries,SNP_Num,SNP_Passed,SNP_resolved,INDEL_Num,INDEL_Passed
PHMST204,SRR30234555,-1,0,0,0.01;0.00,0.000106215,2694,25360911,1.52085E-07,8,52602180,52557132,1604564,2142482,24690202,24155964,0,0,150,150,35.9,0,,,,,16932,42790,17590,1860,109,0,16932,581830,122841439,0,0,,,,,,,,,0,7102694,44405459,84569700,137297,800,976,109931653,12820482,80166,22796,22654,11681,7,4,,,,,,,0,0,0,0,0,0,0
PHMST203,SRR30234556,-1,0,0,0.02;0.00,0.000147276,3763,25546954,1.88124E-07,10,53156362,53154553,1607165,2767196,24970080,23810476,0,0,150,150,35.9,0,,,,,11938,66946,25245,2353,130,0,11938,474760,164456017,0,0,,,,,,,,,0,6801189,44503399,87977579,195543,747,929,146084886,18239043,106594,35390,35375,18184,14,10,,,,,,,0,0,0,0,0,0,0
PHMST194,SRR30234557,-1,0,0,0.02;0.00,0.000157475,3275,20793663,4.63663E-08,2,43134770,43133127,1401528,1633613,20165146,19933217,0,0,150,150,35.9,0,,,,,6968,102977,44441,3300,183,0,6968,572413,249613269,0,0,,,,,,,,,0,5106224,35701712,74412946,295765,750,920,221934593,27472982,157989,55583,55636,26557,21,11,,,,,,,0,0,0,0,0,0,0
PHMST190,SRR30234558,-1,0,0,0.01;0.00,0.000107089,2446,22838314,8.43286E-08,4,47433472,47432240,1468045,2012363,22248391,21704028,0,0,150,150,35.9,0,,,,,7835,48543,19806,1580,69,0,7835,387517,112869032,0,0,,,,,,,,,0,6061040,40130264,80101077,133799,753,938,100814398,11942934,68807,25788,25699,13505,10,5,,,,,,,0,0,0,0,0,0,0
PHMST188,SRR30234559,-1,0,0,0.02;0.00,0.000156267,3334,21331886,9.00594E-08,4,44415104,44412543,1345388,2396658,20861583,19810449,0,0,150,150,35.9,0,,,,,9645,71633,31469,2730,178,0,9645,474468,195020268,0,0,,,,,,,,,0,5424237,37254084,76571174,225959,766,918,173223880,21643881,129961,38989,38837,18172,20,7,,,,,,,0,0,0,0,0,0,0
PHMST181,SRR30234560,-1,0,0,0.02;0.00,0.000186342,3476,18650421,9.68525E-08,4,41299890,41297237,2659408,4075039,17989511,16574081,0,0,150,150,35.8,0,,,,,8921,55032,23223,2151,91,0,8921,513958,138295252,0,0,,,,,,,,,0,5000414,34708046,72216574,159215,773,953,123144403,15034543,85951,29404,29211,14649,12,5,,,,,,,0,0,0,0,0,0,0
PHMST178,SRR30234561,-1,0,0,0.02;0.01,0.000192819,5049,26180133,4.04657E-07,22,54367010,54364883,1688344,2377238,25494244,24805506,0,0,150,150,35.9,0,,,,,8210,68073,29109,2221,138,0,8210,425136,170083425,0,0,,,,,,,,,0,7200958,45544739,87560014,197582,766,942,151543966,18417948,106214,36817,36934,17617,12,9,,,,,,,0,0,0,0,0,0,0
PHMST177,SRR30234562,-1,0,0,0.01;0.00,0.000121771,2343,19238753,1.8768E-07,8,42625632,42622899,2802850,4206677,18509091,17105281,0,0,150,150,35.8,0,,,,,2708,106877,43963,1924,92,0,2708,372674,191394518,0,0,,,,,,,,,0,5133406,34503862,69655628,246139,692,871,170515130,20697265,102553,56705,56811,30070,16,6,,,,,,,0,0,0,0,0,0,0
N196FS9,SRR30234563,-1,0,0,0.02;0.00,0.00019172,3009,15691729,3.37573E-06,116,34362800,34361474,2547005,3595188,14634037,13585927,0,0,150,151,35.8,0,,,,,7111,61634,26463,2160,89,0,7111,661895,150370804,0,0,,,,,,,,,0,3934949,28118186,59907756,178034,751,909,133823248,16435513,96229,33050,32765,15990,12,8,,,,,,,0,0,0,0,0,0,0
PHMST175,SRR30234564,-1,0,0,0.03;0.01,0.000235654,5401,22913772,8.80577E-06,420,47695590,47693056,1378563,2808530,22468391,21038954,0,0,150,150,35.9,0,,,,,11006,48050,24269,1984,132,0,11006,824095,146933257,0,0,,,,,,,,,0,6190566,40465361,79912595,164738,798,952,131465902,15381019,98702,27722,27816,10498,9,9,,,,,,,0,0,0,0,0,0,0
PHMST173,SRR30234565,-1,0,0,0.01;0.00,0.000112436,2499,22223572,3.03173E-07,14,46178226,46143227,1486222,1948332,21598453,21139103,0,0,150,150,35.9,0,,,,,4004,103542,44080,2524,116,0,4004,503863,210620955,0,0,,,,,,,,,0,5596450,38046882,77523655,259212,723,908,187616853,22790963,119407,56309,56088,27408,16,7,,,,,,,0,0,0,0,0,0,0
PHMST171,SRR30234566,-1,0,0,0.01;0.00,0.000131704,3003,22798063,2.52629E-07,12,47500462,47461151,1620163,2245642,22124472,21501866,0,0,150,150,35.9,0,,,,,5722,125861,52556,3670,164,0,5722,510098,279877379,0,0,,,,,,,,,0,5630128,38814833,79957957,341996,727,903,248965360,30685473,170224,69484,69272,33016,29,8,,,,,,,0,0,0,0,0,0,0
PHMST165,SRR30234567,-1,0,0,0.05;0.03,0.000457247,11548,25243923,1.68124E-06,90,53531984,53487483,2447089,3085074,24313222,23677070,0,0,150,150,35.9,0,,,,,7795,109819,41651,3982,156,0,7795,430146,259783773,0,0,,,,,,,,,0,8674053,40483928,61068670,301362,743,913,223971336,33011327,165547,55492,55232,25091,21,14,,,,,,,0,0,0,0,0,0,0
PHMST161,SRR30234568,-1,0,0,0.01;0.00,0.000104297,2532,24274235,8.21355E-07,42,51134954,51087203,2308151,2357972,23252300,23205708,0,0,150,150,35.9,0,,,,,6548,74603,33070,2779,86,0,6548,448878,179151319,0,0,,,,,,,,,0,8964906,40420698,59419959,212255,751,918,159498352,19513619,111943,40852,40688,18772,10,7,,,,,,,0,0,0,0,0,0,0
PHMST160,SRR30234569,-1,0,0,0.01;0.00,0.000121009,3663,30266787,3.10405E-08,2,64431934,64372853,2848505,4449942,29359335,27761732,0,0,150,150,35.9,0,,,,,12131,109285,46212,4791,209,0,12131,808170,299854856,0,0,,,,,,,,,0,11099328,50615521,75025316,342116,782,949,267601420,32061552,197016,58245,58346,28509,34,9,,,,,,,0,0,0,0,0,0,0
PHMST159,SRR30234570,-1,0,0,0.01;0.00,0.000111934,2725,24341891,6.55933E-07,34,51834512,51782416,2239505,3732973,23669987,22181005,0,0,150,150,35.9,0,,,,,6348,68723,31838,2399,97,0,6348,310937,168864694,0,0,,,,,,,,,0,9184487,41142955,60185812,196905,763,931,150420876,18310592,105012,37646,37455,16792,11,7,,,,,,,0,0,0,0,0,0,0
PHMST152,SRR30234571,-1,0,0,0.01;0.00,0.000100845,2296,22765238,2.08743E-07,10,47905838,47859683,2116903,2165607,21829072,21784250,0,0,150,150,35.9,0,,,,,6364,100417,39516,2819,166,0,6364,448326,222043464,0,0,,,,,,,,,0,7908748,37760278,57949519,268016,737,916,197777878,24053115,134474,52482,52456,28604,21,8,,,,,,,0,0,0,0,0,0,0
PHMST15,SRR30234572,-1,0,0,0.03;0.01,0.000238748,5641,23621793,2.00904E-06,98,48779526,48738117,1435666,1897843,22950658,22490613,0,0,150,150,35.9,0,,,,,18844,64416,22923,2745,199,0,18844,515829,180980199,0,0,,,,,,,,,0,8503157,38347426,56401398,207032,776,951,160689850,20135430,122680,33297,33210,17845,18,12,,,,,,,0,0,0,0,0,0,0
PHMST149,SRR30234573,-1,0,0,0.01;0.00,0.000102587,2773,27027980,0,0,57385920,57325422,2461685,3767035,26221867,24921224,0,0,150,150,35.9,0,,,,,11629,76733,33085,2816,180,0,11629,654245,206679620,0,0,,,,,,,,,0,10062033,45533487,67132675,239280,771,940,184601976,21950947,135758,42258,42055,19209,18,7,,,,,,,0,0,0,0,0,0,0
N193FS6,SRR30234574,-1,0,0,0.02;0.00,0.000179618,1825,10158608,4.10518E-06,94,22897810,22858340,2000720,3210469,9445302,8235579,0,0,150,151,35.7,0,,,,,4111,84087,34424,2228,64,0,4111,381676,169862843,0,0,,,,,,,,,0,1701241,18475663,56626126,213626,707,879,151144090,18590785,101382,44916,44595,22733,12,11,,,,,,,0,0,0,0,0,0,0
PHMST135,SRR30234575,-1,0,0,0.01;0.00,0.000140062,3276,23386373,1.6226E-06,78,48070994,48029555,1025614,2125858,23003794,21907712,0,0,150,150,36,0,,,,,9188,76992,28613,2289,161,0,9188,586089,175546028,0,0,,,,,,,,,0,8439822,37548977,54632478,211060,742,938,156786224,18599535,107805,40790,40574,21891,15,8,,,,,,,0,0,0,0,0,0,0
PHMST129,SRR30234576,-1,0,0,0.02;0.01,0.000176319,4761,26997481,9.3903E-07,52,55376252,55374346,1421610,1431079,26265671,26256327,0,0,150,150,36,0,,,,,4236,187344,72528,4742,189,0,4236,381120,371708122,0,0,,,,,,,,,0,9477236,41458108,59445174,470721,701,887,330125016,41263234,216969,101839,101074,50839,35,18,,,,,,,0,0,0,0,0,0,0
PHMST126,SRR30234577,-1,0,0,0.02;0.01,0.000216696,4885,22538202,1.72426E-07,8,46396656,46354968,1133765,1732358,22059160,21464653,0,0,150,150,36,0,,,,,2982,182957,72999,3542,103,0,2982,337383,331000602,0,0,,,,,,,,,0,7693677,34317231,49880238,432066,683,855,295331511,35353407,184133,98782,98716,50435,27,10,,,,,,,0,0,0,0,0,0,0
PHMST114,SRR30234578,-1,0,0,0.02;0.01,0.000172459,4584,26575643,1.13744E-06,62,54508182,54506505,1394857,1364651,25857907,25888443,0,0,150,150,36,0,,,,,7471,103862,48925,4332,137,0,7471,451406,272688567,0,0,,,,,,,,,0,9915274,42487294,60103176,312947,777,925,243304888,29221306,175259,56053,55883,25752,20,14,,,,,,,0,0,0,0,0,0,0
PHMST112,SRR30234579,-1,0,0,0.02;0.01,0.000177051,4187,23644429,1.44263E-06,70,48522448,48521415,1148241,1329017,23111738,22931700,0,0,150,150,36,0,,,,,7943,93442,37719,3005,165,0,7943,633793,219789153,0,0,,,,,,,,,0,8423831,37755155,55224443,259889,756,944,196645837,22968536,133788,50147,50156,25798,9,11,,,,,,,0,0,0,0,0,0,0
PHMST107,SRR30234580,-1,0,0,0.02;0.01,0.000204346,5415,26493813,6.31076E-06,344,54509730,54508081,1235797,2185167,26017145,25069106,0,0,150,150,36,0,,,,,12784,52687,25096,2748,144,0,12784,458377,169943210,0,0,,,,,,,,,0,10549909,42825189,58244985,189639,796,938,150982521,18856165,118636,29630,29544,11829,16,10,,,,,,,0,0,0,0,0,0,0
PHMST104,SRR30234581,-1,0,0,0.02;0.02,0.000230086,5196,22577662,5.20622E-06,242,46482580,46481342,1158277,1877779,22081918,21362848,0,0,150,150,36,0,,,,,4646,127725,53268,3503,153,0,4646,723977,269568830,0,0,,,,,,,,,0,8134669,35722440,51421321,332495,718,893,239039005,30321335,160034,69373,69397,33691,24,10,,,,,,,0,0,0,0,0,0,0
PHMST0001,SRR30234582,-1,0,0,0.01;0.00,0.000114411,2297,20074423,1.62569E-06,68,41828296,41826825,1283584,2759025,19629601,18154411,0,0,150,150,36,0,,,,,4541,119015,52242,3342,117,0,4541,426826,254776862,0,0,,,,,,,,,0,7497163,31579023,43976071,310619,733,910,227800498,26773296,149569,65238,65272,30540,18,11,,,,,,,0,0,0,0,0,0,0
pGHST101,SRR30234583,-1,0,0,0.02;0.00,0.000142531,2841,19929645,4.59787E-08,2,43498430,43494868,2892847,3753615,18855290,17994913,0,0,150,150,35.8,0,,,,,6524,96981,44782,3593,141,0,6524,842552,243417731,0,0,,,,,,,,,0,4676810,36457542,83367164,283295,765,925,216759322,26466214,152945,53594,53081,23675,21,10,,,,,,,0,0,0,0,0,0,0
PGHST0097,SRR30234584,-1,0,0,0.04;0.03,0.000362979,2862,7881891,4.0007E-06,66,16497062,16496325,523480,1234306,7724706,7014037,0,0,150,150,35.9,0,,,,,2006,33836,12313,332,27,0,2006,180417,51624419,0,0,,,,,,,,,0,3110866,11983735,15649905,69157,666,864,46098356,5454524,24387,17261,17090,10419,2,2,,,,,,,0,0,0,0,0,0,0
N192FS5,SRR30234585,-1,0,0,0.02;0.00,0.000189768,3024,15932239,5.68616E-07,20,35173088,35169220,2510219,5034574,15075807,12551470,0,0,150,151,35.8,0,,,,,8991,66412,30523,3024,79,0,8991,500299,180285515,0,0,,,,,,,,,0,3156634,30271796,83132444,208269,769,917,160167099,19994188,119795,36050,35861,16563,15,12,,,,,,,0,0,0,0,0,0,0
PGHST0094,SRR30234586,-1,0,0,0.02;0.00,0.000194151,4042,20814834,2.3401E-07,10,42733124,42731757,1276147,1042816,20089697,20323239,0,0,150,150,36,0,,,,,12707,53901,23408,2733,107,0,12707,426826,158224566,0,0,,,,,,,,,0,7230719,34290429,52438819,178817,785,938,140407927,17686399,106871,29065,29160,13721,15,10,,,,,,,0,0,0,0,0,0,0
PGHST0093,SRR30234587,-1,0,0,0.02;0.01,0.000183207,4447,24268679,1.02711E-06,52,50627646,50625642,1796920,2485286,23515731,22827742,0,0,150,150,35.9,0,,,,,6663,122170,49990,3604,221,0,6663,483687,282343685,0,0,,,,,,,,,0,9598537,37950750,50509523,337291,745,921,251377826,30718178,173875,65187,64917,33312,28,7,,,,,,,0,0,0,0,0,0,0
PGHST0088,SRR30234588,-1,0,0,0.01;0.00,0.000123804,2832,22871961,1.59479E-06,76,47655122,47653273,1438969,3168072,22388002,20659019,0,0,150,150,36,0,,,,,8971,97448,43270,3789,167,0,8971,414224,255868241,0,0,,,,,,,,,0,8499933,36908805,52679265,296459,769,934,228066946,27622046,165465,53301,53131,24562,22,15,,,,,,,0,0,0,0,0,0,0
PGHST0086,SRR30234589,-1,0,0,0.02;0.01,0.000141034,2908,20616229,2.98726E-06,128,42848458,42804125,1151062,2996087,20267288,18425857,0,0,150,150,36,0,,,,,4920,49599,20877,1467,50,0,4920,325969,106844580,0,0,,,,,,,,,0,8065721,33099731,45363131,130800,722,887,94466649,12059403,64984,26555,26438,12823,7,7,,,,,,,0,0,0,0,0,0,0
PGHST0085,SRR30234590,-1,0,0,0.02;0.01,0.00016123,3797,23546445,1.21976E-06,60,49190076,49187144,1549846,3297793,23044351,21296609,0,0,150,150,35.9,0,,,,,5973,62663,27028,2034,70,0,5973,258764,145659935,0,0,,,,,,,,,0,9506702,38024942,51141990,173239,748,920,129589856,15948597,89668,33682,33827,16062,9,9,,,,,,,0,0,0,0,0,0,0
PGHST0083,SRR30234591,-1,0,0,0.01;0.00,0.00011616,2830,24360103,4.74974E-07,24,50529108,50487108,1566165,2228709,23693232,23033344,0,0,150,150,36,0,,,,,16898,49435,21436,2568,163,0,16898,673919,157273156,0,0,,,,,,,,,0,9062403,40285829,58623218,174319,801,960,139724996,17439710,108009,27281,27087,11942,20,6,,,,,,,0,0,0,0,0,0,0
PGHST0075,SRR30234592,-1,0,0,0.01;0.00,0.000109189,2579,23617058,3.26275E-07,16,49038342,48993199,1437520,2518725,23074338,21998422,0,0,150,150,36,0,,,,,5248,73577,30462,2349,58,0,5248,307941,158951939,0,0,,,,,,,,,0,9366171,37547910,50585597,190702,742,923,141566024,17244213,93305,38605,38621,20171,15,8,,,,,,,0,0,0,0,0,0,0
PGHST0072,SRR30234593,-1,0,0,0.01;0.00,0.000120022,483,4023763,0,0,8351266,8344114,255803,391056,3919000,3784222,0,0,150,150,36,0,,,,,2241,40178,13170,582,33,0,2241,336378,64118500,0,0,,,,,,,,,0,1286751,5533034,7793070,84853,674,902,57251276,6781509,31337,20340,20361,12815,2,2,,,,,,,0,0,0,0,0,0,0
PGHST0066,SRR30234594,-1,0,0,0.01;0.00,0.000116529,2481,21288294,3.14424E-07,14,44525882,44485555,1591294,2597840,20665868,19662736,0,0,150,150,35.9,0,,,,,5019,141265,59220,3959,179,0,5019,553525,306950819,0,0,,,,,,,,,0,8529770,32727197,42547115,374302,731,907,273759188,32959885,183732,76781,76285,37504,26,14,,,,,,,0,0,0,0,0,0,0
PGHST0065,SRR30234595,-1,0,0,0.02;0.00,0.000173401,4615,26610001,1.01446E-06,56,55201974,55154062,1625065,2653726,25969832,24944980,0,0,150,150,36,0,,,,,16248,44224,17806,1560,161,0,16248,475914,122306512,0,0,,,,,,,,,0,10451131,43849046,61107776,140760,775,949,109212480,13007856,81312,23978,24056,11414,10,6,,,,,,,0,0,0,0,0,0,0
N191FS4,SRR30234596,-1,0,0,0.02;0.00,0.000160124,1968,12288502,5.8967E-07,16,27133796,27096789,2190533,2821189,11372476,10743507,0,0,150,151,35.8,0,,,,,3694,33901,12410,808,16,0,3694,159545,62526960,0,0,,,,,,,,,0,4540859,20884553,31166991,81063,681,860,55208679,7250073,36379,17727,17522,9435,3,2,,,,,,,0,0,0,0,0,0,0
PGHST0063,SRR30234597,-1,0,0,0.02;0.01,0.000216506,4836,22331684,8.14252E-07,38,46668580,46666632,1617636,2585257,21715952,20748476,0,0,150,150,35.9,0,,,,,7685,111020,51456,4407,162,0,7685,624490,290225138,0,0,,,,,,,,,0,8876126,35342488,47278114,336823,768,922,258734897,31275949,187645,60961,60965,27252,28,11,,,,,,,0,0,0,0,0,0,0
PGHST0062,SRR30234598,-1,0,0,0.01;0.00,0.00011704,2557,21844585,2.19898E-07,10,45475614,45474832,1413803,2717548,21323747,20020032,0,0,150,150,36,0,,,,,6029,114642,53103,3820,184,0,6029,504447,279835414,0,0,,,,,,,,,0,7573255,34942137,52166281,329868,756,915,249566331,30052096,175176,63510,63301,27881,24,11,,,,,,,0,0,0,0,0,0,0
PGHST0052,SRR30234599,-1,0,0,0.01;0.01,0.000128695,2906,22577562,2.05068E-06,96,46813586,46811841,1392180,2072403,22013440,21333459,0,0,150,150,36,0,,,,,16706,43748,18127,2005,132,0,16706,483308,127838122,0,0,,,,,,,,,0,8449224,37010825,53270699,139716,819,997,114501498,13227776,81577,23028,22997,12114,9,6,,,,,,,0,0,0,0,0,0,0
PGHST0051,SRR30234600,-1,0,0,0.01;0.00,0.000129194,2794,21623672,4.0162E-07,18,44818494,44816648,1432205,1875371,20975456,20533212,0,0,150,150,36,0,,,,,5325,111681,47554,3297,126,1,5325,1183949,246595980,0,0,,,,,,,,,0,8015999,33903652,47410364,297277,739,923,219897266,26488238,145875,61372,61140,28890,14,14,,,,,,,0,0,0,0,0,0,0
PGHST0049,SRR30234601,-1,0,0,0.01;0.00,0.000108328,2924,26989205,4.64001E-07,26,56034376,56032248,1719884,2734233,26296007,25281998,0,0,150,150,36,0,,,,,9089,79325,32490,2539,175,0,9089,618575,192898445,0,0,,,,,,,,,0,10349401,43703448,61138920,225060,762,943,171705114,21049284,119178,42036,41769,22077,18,6,,,,,,,0,0,0,0,0,0,0
PGHST0045,SRR30234602,-1,0,0,0.02;0.01,0.000153513,3850,25075505,3.83033E-06,200,52214650,52165316,1581882,3424924,24518556,22679661,0,0,150,150,36,0,,,,,8690,90338,37775,3268,163,0,8690,496805,224385127,0,0,,,,,,,,,0,9984932,39961073,53689440,262732,762,931,200207609,24005851,141823,48500,48303,24106,18,14,,,,,,,0,0,0,0,0,0,0
PGHST0042,SRR30234603,-1,0,0,0.01;0.00,9.4317E-05,2723,28867987,1.07035E-06,64,59793514,59744598,1909652,2341634,27980528,27552880,0,0,150,150,36,0,,,,,9619,78398,34880,3349,116,0,9619,566397,210670964,0,0,,,,,,,,,0,10331209,47844628,71786200,242410,773,935,187492307,23024946,137781,42557,42507,19565,19,7,,,,,,,0,0,0,0,0,0,0
PGHST0034,SRR30234604,-1,0,0,0.01;0.01,0.000102002,2125,20830735,1.37819E-06,60,43535418,43533632,1346795,3327821,20419646,18439023,0,0,150,150,35.9,0,,,,,12415,42151,15074,1581,117,0,12415,855224,109752972,0,0,,,,,,,,,0,8175573,33859623,46720419,127015,770,950,97920869,11651465,71571,21915,21744,11785,6,5,,,,,,,0,0,0,0,0,0,0
PGHST0031,SRR30234605,-1,0,0,0.01;0.00,0.000115041,1948,16931176,1.53195E-06,58,37860188,37856636,2523333,5857561,16406101,13071803,0,0,150,150,35.7,0,,,,,9664,43360,18566,1524,104,0,9664,326152,111068714,0,0,,,,,,,,,0,6579844,29867272,44143241,127717,778,960,99476087,11510077,69547,23586,23309,11275,10,2,,,,,,,0,0,0,0,0,0,0
PGHST0030,SRR30234606,-1,0,0,0.01;0.00,0.000109088,2686,24619681,2.73237E-07,14,51237638,51235268,1496158,3408698,24121586,22209405,0,0,150,150,36,0,,,,,4002,117862,48799,3004,101,0,4002,453160,236079618,0,0,,,,,,,,,0,9046210,39279322,56027825,291020,724,915,210986068,24852948,132686,62967,62824,32543,11,14,,,,,,,0,0,0,0,0,0,0
N178FS104,SRR30234607,-1,0,0,0.03;0.00,0.000195171,1628,8339785,4.17639E-07,8,19155280,19153145,3284656,1797623,6292734,7779533,0,0,149,151,35.4,0,,,,,2578,86263,35823,1521,24,0,2578,294743,148688752,0,0,,,,,,,,,0,1337085,15144955,48115113,194635,683,853,133027571,15530718,78603,46288,45926,23818,9,3,,,,,,,0,0,0,0,0,0,0
PGHST0029,SRR30234608,-1,0,0,0.01;0.00,8.14409E-05,1713,21031956,1.96198E-06,86,43833272,43831506,1465606,2300157,20450039,19615735,0,0,150,150,35.9,0,,,,,7020,63717,26533,2259,69,0,7020,379821,151060620,0,0,,,,,,,,,0,7676830,34299280,50063560,176063,768,955,135248338,15689725,91026,33866,33826,17345,8,4,,,,,,,0,0,0,0,0,0,0
PGHST0028,SRR30234609,-1,0,0,0.01;0.00,0.000109305,2987,27324317,1.90077E-06,108,56818862,56816535,1660548,3358073,26747787,25050634,0,0,150,150,36,0,,,,,19953,37329,17305,2039,150,0,19953,577916,129763053,0,0,,,,,,,,,0,10427703,45446048,65174902,142006,813,947,115546922,14122804,92192,20572,20510,8732,15,8,,,,,,,0,0,0,0,0,0,0
PGHST0024,SRR30234610,-1,0,0,0.01;0.00,0.000110007,2534,23032360,2.33698E-06,112,47925036,47923141,1418628,2915957,22542810,21045800,0,0,150,150,36,0,,,,,2979,83002,33477,1618,39,0,2979,548409,150482793,0,0,,,,,,,,,0,8939600,36945867,50867148,191829,696,885,133682055,16658522,80078,44394,44348,23009,6,4,,,,,,,0,0,0,0,0,0,0
PGHST0023,SRR30234611,-1,0,0,0.02;0.01,0.000199821,4361,21820149,1.34633E-05,614,45604868,45603627,1543991,2745386,21257691,20056633,0,0,150,150,35.9,0,,,,,11143,64429,26610,2705,130,0,11143,388610,169986871,0,0,,,,,,,,,0,8775405,35438323,47978335,196075,770,939,151173575,18679205,110212,34546,34356,16961,17,9,,,,,,,0,0,0,0,0,0,0
PGHST0021,SRR30234612,-1,0,0,0.01;0.00,7.8061E-05,2007,25708647,2.99545E-07,16,53414330,53408976,1243311,11637565,25463130,15068708,0,0,150,150,36,0,,,,,13353,63790,27212,3199,113,0,13353,466319,179227361,0,0,,,,,,,,,0,9384305,42246899,62012541,203550,784,947,159608556,19488787,119190,34093,33979,16288,17,8,,,,,,,0,0,0,0,0,0,0
PGHST0019,SRR30234613,-1,0,0,0.02;0.01,0.000145054,3412,23518833,2.03192E-07,10,49214500,49187953,1568793,3867230,23025451,20731424,0,0,150,150,35.9,0,,,,,6139,85088,39605,2665,141,0,6139,451701,209102108,0,0,,,,,,,,,0,9784956,37451494,48736684,244465,763,928,186618653,22336926,129325,47407,47002,20731,15,8,,,,,,,0,0,0,0,0,0,0
PGHST0018,SRR30234614,-1,0,0,0.02;0.01,0.000161305,4139,25655352,1.23516E-06,66,53434426,53425673,1831203,2533672,24878354,24177428,0,0,150,150,35.9,0,,,,,7308,117608,47072,4237,146,0,7308,518777,274057684,0,0,,,,,,,,,0,9597985,41005355,57836800,326149,743,922,242553281,31273156,169545,62502,62607,31495,24,11,,,,,,,0,0,0,0,0,0,0
PGHST0016,SRR30234615,-1,0,0,0.02;0.00,0.00014364,4107,28588112,2.68961E-07,16,59488186,59458413,1605383,4780907,28126797,24949674,0,0,150,150,36,0,,,,,9141,64148,25840,2762,59,0,9141,325857,157190620,0,0,,,,,,,,,0,11649875,45872658,60985231,183610,766,952,140649953,16404118,98068,34164,33685,17693,12,7,,,,,,,0,0,0,0,0,0,0
PGHST0015,SRR30234616,-1,0,0,0.01;0.00,8.88178E-05,2259,25431820,4.16614E-07,22,52806706,52804693,1568509,2590559,24833930,23812281,0,0,150,150,36,0,,,,,18207,40979,18411,1706,124,0,18207,415632,121629420,0,0,,,,,,,,,0,9901284,42026647,59074074,135364,802,972,108695432,12858016,80475,22573,22478,9838,10,3,,,,,,,0,0,0,0,0,0,0
PGHST0011,SRR30234617,-1,0,0,0.02;0.00,0.000162869,4076,25022162,5.01147E-07,26,51880948,51877933,1692851,2104893,24247103,23835073,0,0,150,150,36,0,,,,,8615,112902,48020,4313,167,0,8615,637682,284663198,0,0,,,,,,,,,0,9369455,39598169,55362207,334104,756,923,252820674,31593353,181917,61629,61444,29114,27,13,,,,,,,0,0,0,0,0,0,0
N143FS82,SRR30234618,-1,0,0,0.05;0.01,0.000461006,8432,18282001,2.1305E-05,978,45903768,45846798,6119712,6190375,16821750,16755187,0,0,146,151,35.9,0,,,,,2615,134223,50308,2176,88,0,2615,401678,227504012,0,0,,,,,,,,,0,4579022,36430345,84818880,301738,672,855,202919876,24353197,122700,70002,70152,38884,16,6,,,,,,,0,0,0,0,0,0,0
PGHST0009,SRR30234619,-1,0,0,0.01;0.00,0.000119787,2829,23614067,2.85696E-07,14,49003164,49001094,1523415,2237671,22976613,22262917,0,0,150,150,36,0,,,,,9803,75041,35301,3072,161,0,9803,529002,215627047,0,0,,,,,,,,,0,8735874,38829009,56445833,242296,793,949,192178280,23310546,140518,41813,41810,18155,15,12,,,,,,,0,0,0,0,0,0,0
PGHST0007,SRR30234620,-1,0,0,0.02;0.01,0.000177759,3980,22385879,2.36949E-06,110,46423346,46421824,1525245,1918770,21685521,21292617,0,0,150,150,35.9,0,,,,,10499,104723,44892,3967,229,0,10499,660524,276388048,0,0,,,,,,,,,0,7827602,36382118,54647797,320269,770,940,246747374,29463149,179105,57210,56864,27090,27,10,,,,,,,0,0,0,0,0,0,0
PGHST0006,SRR30234621,-1,0,0,0.01;0.00,0.000121461,3559,29298102,3.28068E-07,20,60962882,60959952,1765838,4214155,28713135,26266177,0,0,150,150,36,0,,,,,7459,85758,34782,3228,99,0,7459,519260,201511954,0,0,,,,,,,,,0,11124361,47608221,67392872,240076,747,929,179432081,21891824,125026,46502,46068,22480,16,9,,,,,,,0,0,0,0,0,0,0
N274FS23,SRR30234622,-1,0,0,0.03;0.00,0.000254472,2346,9216743,2.89106E-07,6,20753596,20752149,2013556,1953490,8362760,8422758,0,0,149,151,35.8,0,,,,,3953,73751,29877,1975,35,0,3953,269927,145008401,0,0,,,,,,,,,0,908235,17702038,92989153,180245,718,903,129528898,15342864,81599,39045,38989,20612,7,7,,,,,,,0,0,0,0,0,0,0
