Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	IndividualID	Cohort
HMP2I1081	HMP2I1155	HMP2I1300	HMP2I1155	HMP2I1256	HMP2I1306	HMP2I1093	HMP2I1256	HMP2I1036	HMP2I1300	HMP2I1036	HMP2I1300	HMP2I1155	HMP2I1256	HMP2I1049	HMP2I1256	HMP2I1093	HMP2I1306	HMP2I1036	HMP2I1036	C3034	HMP2
HMP2I1066	HMP2I1200	HMP2I1108	HMP2I1069	HMP2I1066	HMP2I1030	HMP2I1108	HMP2I1046	HMP2I1167	HMP2I1167	HMP2I1100	HMP2I1167	HMP2I1066	HMP2I1167	HMP2I1167	HMP2I1046	HMP2I1200	HMP2I1066	HMP2I1266	HMP2I1200	C3035	HMP2
HMP2I1068	HMP2I1292	HMP2I1028	HMP2I1136	HMP2I1136	HMP2I1132	HMP2I1132	HMP2I1174	HMP2I1028	HMP2I1162	HMP2I1104	HMP2I1068	HMP2I1132	HMP2I1174	HMP2I1132	HMP2I1132	HMP2I1162	HMP2I1104	HMP2I1206	HMP2I1206	C3037	HMP2
HMP2I330	HMP2I330	HMP2I776	HMP2I892	HMP2I892	HMP2I776	HMP2I162	HMP2I985	HMP2I776	HMP2I776	HMP2I162	HMP2I330	HMP2I776	HMP2I162	HMP2I985	HMP2I171	HMP2I330	HMP2I330	HMP2I330	HMP2I985	E5001	HMP2
HMP2I343	HMP2I343	HMP2I778	HMP2I551	HMP2I19	HMP2I812	HMP2I778	HMP2I778	HMP2I373	HMP2I19	HMP2I812	HMP2I551	HMP2I343	HMP2I812	HMP2I19	HMP2I778	HMP2I19	HMP2I551	HMP2I373	HMP2I19	E5004	HMP2
HMP2I563	HMP2I813	HMP2I553	HMP2I194	HMP2I463	HMP2I553	HMP2I444	HMP2I553	HMP2I561	HMP2I813	HMP2I310	HMP2I444	HMP2I310	HMP2I194	HMP2I553	HMP2I444	HMP2I553	HMP2I561	HMP2I563	HMP2I463	E5009	HMP2
HMP2I511	HMP2I146	HMP2I1178	HMP2I337	HMP2I156	HMP2I146	HMP2I536	HMP2I146	HMP2I146	HMP2I127	HMP2I156	HMP2I511	HMP2I127	HMP2I309	HMP2I146	HMP2I207	HMP2I706	HMP2I207	HMP2I156	HMP2I337	E5013	HMP2
HMP2I992	HMP2I652	HMP2I652	HMP2I519	HMP2I739	HMP2I739	HMP2I652	HMP2I652	HMP2I652	HMP2I519	HMP2I739	HMP2I992	HMP2I519	HMP2I890	HMP2I890	HMP2I652	HMP2I992	HMP2I992	HMP2I739	HMP2I890	H4001	HMP2
HMP2I896	HMP2I257	HMP2I979	HMP2I947	HMP2I947	HMP2I151	HMP2I468	HMP2I896	HMP2I468	HMP2I151	HMP2I13	HMP2I308	HMP2I979	HMP2I178	HMP2I151	HMP2I896	HMP2I151	HMP2I308	HMP2I308	HMP2I151	H4004	HMP2
HMP2I140	HMP2I897	HMP2I367	HMP2I201	HMP2I490	HMP2I264	HMP2I113	HMP2I469	HMP2I385	HMP2I277	HMP2I1317	HMP2I157	HMP2I415	HMP2I190	HMP2I346	HMP2I196	HMP2I394	HMP2I470	HMP2I941	HMP2I483	H4006	HMP2
HMP2I771	HMP2I261	HMP2I305	HMP2I885	HMP2I771	HMP2I891	HMP2I487	HMP2I487	HMP2I771	HMP2I937	HMP2I891	HMP2I305	HMP2I261	HMP2I305	HMP2I487	HMP2I885	HMP2I305	HMP2I937	HMP2I772	HMP2I772	H4007	HMP2
HMP2I831	HMP2I226	HMP2I364	HMP2I226	HMP2I291	HMP2I30	HMP2I30	HMP2I831	HMP2I29	HMP2I364	HMP2I291	HMP2I831	HMP2I30	HMP2I30	HMP2I831	HMP2I291	HMP2I364	HMP2I225	HMP2I291	HMP2I364	H4008	HMP2
HMP2I49	HMP2I1321	HMP2I1321	HMP2I473	HMP2I1321	HMP2I1308	HMP2I218	HMP2I218	HMP2I1308	HMP2I473	HMP2I473	HMP2I175	HMP2I175	HMP2I1321	HMP2I1321	HMP2I218	HMP2I49	HMP2I473	HMP2I218	HMP2I473	H4009	HMP2
HMP2I229	HMP2I143	HMP2I299	HMP2I75	HMP2I75	HMP2I687	HMP2I687	HMP2I229	HMP2I299	HMP2I200	HMP2I143	HMP2I402	HMP2I229	HMP2I200	HMP2I508	HMP2I299	HMP2I299	HMP2I402	HMP2I200	HMP2I229	H4010	HMP2
HMP2I1318	HMP2I31	HMP2I303	HMP2I868	HMP2I25	HMP2I848	HMP2I25	HMP2I390	HMP2I390	HMP2I260	HMP2I1318	HMP2I25	HMP2I868	HMP2I31	HMP2I1318	HMP2I303	HMP2I390	HMP2I303	HMP2I25	HMP2I31	H4013	HMP2
HMP2I263	HMP2I816	HMP2I263	HMP2I349	HMP2I104	HMP2I816	HMP2I349	HMP2I816	HMP2I635	HMP2I899	HMP2I134	HMP2I486	HMP2I199	HMP2I199	HMP2I349	HMP2I1316	HMP2I816	HMP2I635	HMP2I263	HMP2I635	H4014	HMP2
HMP2I480	HMP2I1138	HMP2I456	HMP2I509	HMP2I559	HMP2I934	HMP2I646	HMP2I710	HMP2I94	HMP2I655	HMP2I1187	HMP2I384	HMP2I667	HMP2I613	HMP2I165	HMP2I443	HMP2I806	HMP2I435	HMP2I987	HMP2I811	H4015	HMP2
HMP2I401	HMP2I401	HMP2I301	HMP2I452	HMP2I814	HMP2I994	HMP2I882	HMP2I994	HMP2I301	HMP2I270	HMP2I994	HMP2I882	HMP2I768	HMP2I1158	HMP2I270	HMP2I882	HMP2I301	HMP2I768	HMP2I401	HMP2I433	H4016	HMP2
HMP2I389	HMP2I331	HMP2I26	HMP2I414	HMP2I304	HMP2I63	HMP2I304	HMP2I954	HMP2I514	HMP2I331	HMP2I63	HMP2I398	HMP2I166	HMP2I389	HMP2I716	HMP2I66	HMP2I304	HMP2I398	HMP2I954	HMP2I930	H4017	HMP2
HMP2I111	HMP2I387	HMP2I810	HMP2I111	HMP2I251	HMP2I111	HMP2I111	HMP2I810	HMP2I506	HMP2I161	HMP2I488	HMP2I1150	HMP2I268	HMP2I506	HMP2I111	HMP2I506	HMP2I1150	HMP2I1231	HMP2I1231	HMP2I161	H4018	HMP2
HMP2I903	HMP2I1183	HMP2I302	HMP2I243	HMP2I431	HMP2I544	HMP2I287	HMP2I969	HMP2I421	HMP2I932	HMP2I195	HMP2I46	HMP2I327	HMP2I773	HMP2I354	HMP2I986	HMP2I395	HMP2I1142	HMP2I449	HMP2I383	H4019	HMP2
HMP2I133	HMP2I350	HMP2I393	HMP2I333	HMP2I936	HMP2I266	HMP2I380	HMP2I21	HMP2I430	HMP2I374	HMP2I209	HMP2I1277	HMP2I130	HMP2I957	HMP2I102	HMP2I289	HMP2I314	HMP2I145	HMP2I686	HMP2I420	H4020	HMP2
HMP2I274	HMP2I274	HMP2I149	HMP2I58	HMP2I946	HMP2I73	HMP2I520	HMP2I921	HMP2I921	HMP2I520	HMP2I297	HMP2I640	HMP2I921	HMP2I925	HMP2I640	HMP2I921	HMP2I297	HMP2I73	HMP2I58	HMP2I921	H4022	HMP2
HMP2I673	HMP2I285	HMP2I108	HMP2I764	HMP2I886	HMP2I623	HMP2I1146	HMP2I293	HMP2I489	HMP2I1116	HMP2I709	HMP2I1001	HMP2I425	HMP2I1265	HMP2I59	HMP2I416	HMP2I1075	HMP2I76	HMP2I590	HMP2I1227	H4023	HMP2
HMP2I472	HMP2I1041	HMP2I642	HMP2I1161	HMP2I33	HMP2I841	HMP2I1252	HMP2I1229	HMP2I419	HMP2I939	HMP2I1105	HMP2I935	HMP2I507	HMP2I1307	HMP2I504	HMP2I751	HMP2I1014	HMP2I539	HMP2I1241	HMP2I6	H4024	HMP2
HMP2I141	HMP2I870	HMP2I752	HMP2I1235	HMP2I1235	HMP2I1235	HMP2I876	HMP2I370	HMP2I1235	HMP2I876	HMP2I1235	HMP2I977	HMP2I876	HMP2I870	HMP2I876	HMP2I253	HMP2I876	HMP2I434	HMP2I253	HMP2I434	H4027	HMP2
HMP2I405	HMP2I131	HMP2I320	HMP2I170	HMP2I763	HMP2I1243	HMP2I1199	HMP2I763	HMP2I170	HMP2I763	HMP2I320	HMP2I828	HMP2I1243	HMP2I320	HMP2I1243	HMP2I405	HMP2I1199	HMP2I1243	HMP2I828	HMP2I131	H4028	HMP2
HMP2I448	HMP2I1103	HMP2I276	HMP2I276	HMP2I1135	HMP2I106	HMP2I187	HMP2I1269	HMP2I1135	HMP2I213	HMP2I1269	HMP2I448	HMP2I448	HMP2I213	HMP2I1080	HMP2I106	HMP2I106	HMP2I187	HMP2I388	HMP2I1080	H4030	HMP2
HMP2I188	HMP2I699	HMP2I1102	HMP2I466	HMP2I1085	HMP2I822	HMP2I188	HMP2I142	HMP2I677	HMP2I677	HMP2I188	HMP2I188	HMP2I142	HMP2I1085	HMP2I677	HMP2I188	HMP2I1189	HMP2I1085	HMP2I188	HMP2I1085	H4031	HMP2
HMP2I1190	HMP2I1133	HMP2I1096	HMP2I1276	HMP2I40	HMP2I1293	HMP2I1096	HMP2I79	HMP2I1276	HMP2I1276	HMP2I1133	HMP2I98	HMP2I1096	HMP2I1280	HMP2I1293	HMP2I572	HMP2I577	HMP2I1190	HMP2I98	HMP2I1133	H4032	HMP2
HMP2I247	HMP2I800	HMP2I978	HMP2I404	HMP2I99	HMP2I216	HMP2I319	HMP2I1250	HMP2I37	HMP2I338	HMP2I633	HMP2I1089	HMP2I1263	HMP2I112	HMP2I910	HMP2I612	HMP2I81	HMP2I962	HMP2I749	HMP2I850	H4035	HMP2
HMP2I1305	HMP2I873	HMP2I82	HMP2I701	HMP2I735	HMP2I701	HMP2I873	HMP2I658	HMP2I873	HMP2I409	HMP2I237	HMP2I1305	HMP2I658	HMP2I701	HMP2I82	HMP2I701	HMP2I1261	HMP2I1305	HMP2I658	HMP2I409	H4038	HMP2
HMP2I970	HMP2I1126	HMP2I351	HMP2I854	HMP2I1086	HMP2I351	HMP2I351	HMP2I854	HMP2I970	HMP2I1050	HMP2I615	HMP2I1124	HMP2I362	HMP2I351	HMP2I854	HMP2I1050	HMP2I1050	HMP2I1126	HMP2I362	HMP2I854	H4039	HMP2
HMP2I858	HMP2I788	HMP2I1087	HMP2I858	HMP2I1027	HMP2I630	HMP2I185	HMP2I569	HMP2I1027	HMP2I788	HMP2I1027	HMP2I569	HMP2I630	HMP2I569	HMP2I569	HMP2I1169	HMP2I630	HMP2I1027	HMP2I135	HMP2I788	H4040	HMP2
HMP2I948	HMP2I948	HMP2I948	HMP2I1255	HMP2I792	HMP2I877	HMP2I1255	HMP2I857	HMP2I948	HMP2I948	HMP2I877	HMP2I1255	HMP2I1159	HMP2I1255	HMP2I948	HMP2I782	HMP2I1255	HMP2I948	HMP2I782	HMP2I857	H4042	HMP2
HMP2I1171	HMP2I733	HMP2I721	HMP2I661	HMP2I1171	HMP2I826	HMP2I754	HMP2I1011	HMP2I661	HMP2I733	HMP2I661	HMP2I1065	HMP2I734	HMP2I1070	HMP2I733	HMP2I721	HMP2I754	HMP2I734	HMP2I1171	HMP2I661	H4043	HMP2
HMP2I1332	HMP2I632	HMP2I1332	HMP2I703	HMP2I1310	HMP2I1310	HMP2I1196	HMP2I961	HMP2I1310	HMP2I1196	HMP2I1310	HMP2I626	HMP2I703	HMP2I1332	HMP2I626	HMP2I1332	HMP2I599	HMP2I626	HMP2I1110	HMP2I531	H4044	HMP2
HMP2I1095	HMP2I1095	HMP2I1095	HMP2I606	HMP2I918	HMP2I853	HMP2I1095	HMP2I535	HMP2I722	HMP2I1012	HMP2I853	HMP2I1012	HMP2I535	HMP2I1220	HMP2I535	HMP2I825	HMP2I606	HMP2I606	HMP2I535	HMP2I918	H4045	HMP2
HMP2I329	HMP2I669	HMP2I88	HMP2I669	HMP2I114	HMP2I24	HMP2I662	HMP2I669	HMP2I663	HMP2I669	HMP2I669	HMP2I665	HMP2I114	HMP2I669	HMP2I88	HMP2I665	HMP2I669	HMP2I440	HMP2I440	HMP2I662	M2008	HMP2
HMP2I14	HMP2I481	HMP2I481	HMP2I481	HMP2I23	HMP2I122	HMP2I481	HMP2I122	HMP2I23	HMP2I122	HMP2I23	HMP2I481	HMP2I122	HMP2I23	HMP2I481	HMP2I122	HMP2I481	HMP2I481	HMP2I122	HMP2I481	M2014	HMP2
HMP2I17	HMP2I27	HMP2I115	HMP2I27	HMP2I27	HMP2I17	HMP2I115	HMP2I17	HMP2I17	HMP2I17	HMP2I17	HMP2I115	HMP2I27	HMP2I115	HMP2I27	HMP2I115	HMP2I17	HMP2I17	HMP2I27	HMP2I115	M2021	HMP2
HMP2I493	HMP2I437	HMP2I485	HMP2I89	HMP2I296	HMP2I485	HMP2I493	HMP2I485	HMP2I300	HMP2I296	HMP2I89	HMP2I300	HMP2I89	HMP2I89	HMP2I296	HMP2I485	HMP2I296	HMP2I300	HMP2I437	HMP2I300	M2025	HMP2
HMP2I313	HMP2I203	HMP2I497	HMP2I95	HMP2I497	HMP2I12	HMP2I12	HMP2I12	HMP2I442	HMP2I203	HMP2I479	HMP2I203	HMP2I48	HMP2I342	HMP2I256	HMP2I12	HMP2I95	HMP2I12	HMP2I48	HMP2I313	M2026	HMP2
HMP2I474	HMP2I441	HMP2I474	HMP2I474	HMP2I246	HMP2I20	HMP2I496	HMP2I20	HMP2I246	HMP2I345	HMP2I20	HMP2I20	HMP2I441	HMP2I496	HMP2I246	HMP2I246	HMP2I345	HMP2I345	HMP2I441	HMP2I441	M2027	HMP2
HMP2I177	HMP2I516	HMP2I636	HMP2I933	HMP2I909	HMP2I909	HMP2I204	HMP2I347	HMP2I118	HMP2I51	HMP2I192	HMP2I7	HMP2I7	HMP2I516	HMP2I636	HMP2I7	HMP2I51	HMP2I909	HMP2I933	HMP2I933	M2028	HMP2
HMP2I715	HMP2I984	HMP2I558	HMP2I668	HMP2I148	HMP2I901	HMP2I944	HMP2I336	HMP2I984	HMP2I159	HMP2I339	HMP2I984	HMP2I715	HMP2I159	HMP2I502	HMP2I668	HMP2I339	HMP2I148	HMP2I715	HMP2I545	M2034	HMP2
HMP2I255	HMP2I312	HMP2I255	HMP2I10	HMP2I236	HMP2I745	HMP2I10	HMP2I255	HMP2I255	HMP2I894	HMP2I894	HMP2I255	HMP2I894	HMP2I990	HMP2I136	HMP2I745	HMP2I255	HMP2I344	HMP2I312	HMP2I894	M2039	HMP2
HMP2I666	HMP2I666	HMP2I666	HMP2I805	HMP2I72	HMP2I56	HMP2I295	HMP2I56	HMP2I172	HMP2I341	HMP2I110	HMP2I56	HMP2I172	HMP2I341	HMP2I110	HMP2I45	HMP2I666	HMP2I341	HMP2I295	HMP2I245	M2041	HMP2
HMP2I654	HMP2I249	HMP2I741	HMP2I1034	HMP2I879	HMP2I670	HMP2I815	HMP2I770	HMP2I824	HMP2I685	HMP2I93	HMP2I54	HMP2I565	HMP2I641	HMP2I71	HMP2I174	HMP2I761	HMP2I375	HMP2I523	HMP2I498	M2042	HMP2
HMP2I1044	HMP2I881	HMP2I881	HMP2I126	HMP2I355	HMP2I152	HMP2I491	HMP2I451	HMP2I451	HMP2I942	HMP2I942	HMP2I491	HMP2I152	HMP2I152	HMP2I491	HMP2I942	HMP2I35	HMP2I451	HMP2I1044	HMP2I355	M2047	HMP2
HMP2I273	HMP2I671	HMP2I774	HMP2I1084	HMP2I273	HMP2I85	HMP2I521	HMP2I774	HMP2I1084	HMP2I455	HMP2I455	HMP2I774	HMP2I774	HMP2I671	HMP2I774	HMP2I85	HMP2I273	HMP2I1084	HMP2I223	HMP2I1084	M2048	HMP2
HMP2I875	HMP2I244	HMP2I1198	HMP2I576	HMP2I378	HMP2I875	HMP2I235	HMP2I1271	HMP2I576	HMP2I403	HMP2I403	HMP2I1198	HMP2I875	HMP2I1271	HMP2I576	HMP2I403	HMP2I576	HMP2I378	HMP2I235	HMP2I546	M2060	HMP2
HMP2I697	HMP2I789	HMP2I280	HMP2I318	HMP2I712	HMP2I712	HMP2I1245	HMP2I280	HMP2I318	HMP2I789	HMP2I1164	HMP2I241	HMP2I1164	HMP2I1	HMP2I1	HMP2I392	HMP2I697	HMP2I357	HMP2I280	HMP2I697	M2061	HMP2
HMP2I1143	HMP2I905	HMP2I976	HMP2I1045	HMP2I1270	HMP2I144	HMP2I324	HMP2I679	HMP2I400	HMP2I1279	HMP2I856	HMP2I1323	HMP2I186	HMP2I1051	HMP2I1244	HMP2I1013	HMP2I1248	HMP2I1291	HMP2I238	HMP2I823	M2064	HMP2
HMP2I278	HMP2I676	HMP2I1114	HMP2I323	HMP2I1232	HMP2I1285	HMP2I1326	HMP2I859	HMP2I1328	HMP2I1082	HMP2I1210	HMP2I1290	HMP2I1006	HMP2I1088	HMP2I1180	HMP2I914	HMP2I1054	HMP2I107	HMP2I408	HMP2I1168	M2068	HMP2
HMP2I11	HMP2I214	HMP2I158	HMP2I915	HMP2I627	HMP2I61	HMP2I427	HMP2I352	HMP2I1258	HMP2I958	HMP2I550	HMP2I974	HMP2I248	HMP2I38	HMP2I614	HMP2I821	HMP2I286	HMP2I459	HMP2I1325	HMP2I967	M2069	HMP2
HMP2I533	HMP2I616	HMP2I2	HMP2I533	HMP2I960	HMP2I616	HMP2I2	HMP2I2	HMP2I960	HMP2I210	HMP2I965	HMP2I43	HMP2I210	HMP2I1333	HMP2I533	HMP2I412	HMP2I960	HMP2I2	HMP2I412	HMP2I1333	M2071	HMP2
HMP2I1115	HMP2I279	HMP2I1076	HMP2I316	HMP2I109	HMP2I564	HMP2I702	HMP2I595	HMP2I1295	HMP2I231	HMP2I1097	HMP2I1170	HMP2I458	HMP2I397	HMP2I760	HMP2I1247	HMP2I1209	HMP2I846	HMP2I1062	HMP2I358	M2072	HMP2
HMP2I926	HMP2I725	HMP2I1033	HMP2I1214	HMP2I1202	HMP2I975	HMP2I725	HMP2I926	HMP2I103	HMP2I963	HMP2I725	HMP2I725	HMP2I1214	HMP2I103	HMP2I926	HMP2I184	HMP2I926	HMP2I975	HMP2I975	HMP2I1202	M2075	HMP2
HMP2I1239	HMP2I1106	HMP2I964	HMP2I607	HMP2I631	HMP2I964	HMP2I1327	HMP2I566	HMP2I619	HMP2I1239	HMP2I1327	HMP2I723	HMP2I619	HMP2I964	HMP2I619	HMP2I566	HMP2I723	HMP2I619	HMP2I607	HMP2I1327	M2077	HMP2
HMP2I601	HMP2I189	HMP2I1281	HMP2I1201	HMP2I1296	HMP2I1032	HMP2I1032	HMP2I1296	HMP2I617	HMP2I1281	HMP2I913	HMP2I1037	HMP2I1281	HMP2I819	HMP2I1037	HMP2I601	HMP2I1032	HMP2I1201	HMP2I1296	HMP2I1281	M2079	HMP2
HMP2I797	HMP2I1130	HMP2I1112	HMP2I1163	HMP2I525	HMP2I1112	HMP2I797	HMP2I855	HMP2I1304	HMP2I1217	HMP2I608	HMP2I1163	HMP2I1163	HMP2I1297	HMP2I786	HMP2I1112	HMP2I855	HMP2I786	HMP2I608	HMP2I1213	M2083	HMP2
HMP2I1259	HMP2I1223	HMP2I457	HMP2I1205	HMP2I1172	HMP2I863	HMP2I1029	HMP2I1003	HMP2I1111	HMP2I799	HMP2I1211	HMP2I1026	HMP2I966	HMP2I1094	HMP2I1074	HMP2I1005	HMP2I817	HMP2I783	HMP2I39	HMP2I1218	M2084	HMP2
HMP2I534	HMP2I796	HMP2I727	HMP2I1109	HMP2I1299	HMP2I1109	HMP2I917	HMP2I600	HMP2I1109	HMP2I1299	HMP2I1109	HMP2I105	HMP2I534	HMP2I600	HMP2I781	HMP2I1251	HMP2I1251	HMP2I1061	HMP2I727	HMP2I796	M2085	HMP2
HMP2I785	HMP2I911	HMP2I1176	HMP2I852	HMP2I852	HMP2I852	HMP2I911	HMP2I1176	HMP2I738	HMP2I1176	HMP2I1176	HMP2I1257	HMP2I527	HMP2I1257	HMP2I852	HMP2I1257	HMP2I852	HMP2I785	HMP2I951	HMP2I738	M2097	HMP2
HMP2I532	HMP2I912	HMP2I1073	HMP2I1212	HMP2I1212	HMP2I912	HMP2I1073	HMP2I1260	HMP2I532	HMP2I1212	HMP2I1073	HMP2I603	HMP2I1073	HMP2I726	HMP2I532	HMP2I1260	HMP2I1212	HMP2I912	HMP2I726	HMP2I1260	M2103	HMP2
HMP2I1320	HMP2I366	HMP2I84	HMP2I217	HMP2I70	HMP2I843	HMP2I593	HMP2I453	HMP2I366	HMP2I1322	HMP2I84	HMP2I70	HMP2I1179	HMP2I267	HMP2I366	HMP2I1320	HMP2I267	HMP2I1179	HMP2I945	HMP2I593	P6005	HMP2
HMP2I424	HMP2I224	HMP2I638	HMP2I1315	HMP2I638	HMP2I639	HMP2I689	HMP2I220	HMP2I1315	HMP2I326	HMP2I689	HMP2I220	HMP2I1309	HMP2I639	HMP2I689	HMP2I224	HMP2I326	HMP2I224	HMP2I326	HMP2I639	P6009	HMP2
HMP2I361	HMP2I462	HMP2I52	HMP2I180	HMP2I138	HMP2I64	HMP2I981	HMP2I212	HMP2I121	HMP2I537	HMP2I407	HMP2I1225	HMP2I283	HMP2I139	HMP2I972	HMP2I334	HMP2I753	HMP2I242	HMP2I592	HMP2I292	P6010	HMP2
HMP2I591	HMP2I221	HMP2I284	HMP2I591	HMP2I538	HMP2I1153	HMP2I833	HMP2I845	HMP2I36	HMP2I36	HMP2I307	HMP2I833	HMP2I284	HMP2I284	HMP2I221	HMP2I307	HMP2I36	HMP2I294	HMP2I254	HMP2I845	P6012	HMP2
HMP2I1128	HMP2I50	HMP2I871	HMP2I1182	HMP2I1008	HMP2I353	HMP2I844	HMP2I622	HMP2I556	HMP2I1197	HMP2I1253	HMP2I830	HMP2I1101	HMP2I690	HMP2I454	HMP2I1042	HMP2I124	HMP2I1019	HMP2I317	HMP2I1121	P6013	HMP2
HMP2I906	HMP2I1063	HMP2I578	HMP2I1025	HMP2I32	HMP2I518	HMP2I32	HMP2I575	HMP2I575	HMP2I575	HMP2I755	HMP2I755	HMP2I518	HMP2I503	HMP2I503	HMP2I1025	HMP2I1025	HMP2I755	HMP2I755	HMP2I755	P6014	HMP2
HMP2I1010	HMP2I1038	HMP2I137	HMP2I391	HMP2I1010	HMP2I675	HMP2I182	HMP2I67	HMP2I820	HMP2I928	HMP2I820	HMP2I1010	HMP2I182	HMP2I675	HMP2I791	HMP2I928	HMP2I791	HMP2I67	HMP2I391	HMP2I391	P6016	HMP2
HMP2I461	HMP2I598	HMP2I694	HMP2I861	HMP2I461	HMP2I694	HMP2I1060	HMP2I694	HMP2I461	HMP2I42	HMP2I80	HMP2I464	HMP2I80	HMP2I861	HMP2I461	HMP2I80	HMP2I598	HMP2I464	HMP2I1060	HMP2I461	P6017	HMP2
HMP2I62	HMP2I629	HMP2I128	HMP2I429	HMP2I929	HMP2I790	HMP2I570	HMP2I211	HMP2I8	HMP2I100	HMP2I864	HMP2I971	HMP2I1166	HMP2I700	HMP2I1329	HMP2I1134	HMP2I78	HMP2I542	HMP2I96	HMP2I513	P6018	HMP2
HMP2I360	HMP2I1091	HMP2I1092	HMP2I691	HMP2I1091	HMP2I1092	HMP2I1242	HMP2I1194	HMP2I1092	HMP2I406	HMP2I1242	HMP2I1242	HMP2I902	HMP2I567	HMP2I567	HMP2I1194	HMP2I399	HMP2I902	HMP2I691	HMP2I399	P6024	HMP2
HMP2I696	HMP2I584	HMP2I584	HMP2I581	HMP2I696	HMP2I581	HMP2I1083	HMP2I581	HMP2I732	HMP2I732	HMP2I1083	HMP2I1083	HMP2I732	HMP2I732	HMP2I869	HMP2I1083	HMP2I732	HMP2I581	HMP2I581	HMP2I869	P6025	HMP2
HMP2I973	HMP2I315	HMP2I1144	HMP2I447	HMP2I447	HMP2I1144	HMP2I1144	HMP2I571	HMP2I396	HMP2I356	HMP2I315	HMP2I731	HMP2I181	HMP2I315	HMP2I315	HMP2I571	HMP2I973	HMP2I1144	HMP2I181	HMP2I396	P6028	HMP2
HMP2I1059	HMP2I795	HMP2I660	HMP2I1120	HMP2I795	HMP2I1059	HMP2I1053	HMP2I660	HMP2I1059	HMP2I1031	HMP2I1053	HMP2I1120	HMP2I660	HMP2I1059	HMP2I795	HMP2I795	HMP2I1031	HMP2I795	HMP2I1053	HMP2I927	P6033	HMP2
HMP2I1055	HMP2I880	HMP2I698	HMP2I959	HMP2I880	HMP2I657	HMP2I657	HMP2I528	HMP2I530	HMP2I1009	HMP2I880	HMP2I880	HMP2I956	HMP2I1224	HMP2I1055	HMP2I1055	HMP2I1224	HMP2I1055	HMP2I698	HMP2I659	P6035	HMP2
HMP2I787	HMP2I621	HMP2I1173	HMP2I851	HMP2I793	HMP2I851	HMP2I793	HMP2I787	HMP2I793	HMP2I793	HMP2I529	HMP2I793	HMP2I628	HMP2I793	HMP2I851	HMP2I707	HMP2I529	HMP2I787	HMP2I1173	HMP2I1173	P6037	HMP2
HMP2I637	HMP2I1175	HMP2I784	HMP2I637	HMP2I784	HMP2I1219	HMP2I604	HMP2I1067	HMP2I704	HMP2I729	HMP2I1219	HMP2I1175	HMP2I784	HMP2I1221	HMP2I847	HMP2I1219	HMP2I784	HMP2I637	HMP2I798	HMP2I604	P6038	HMP2
Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis4000	Lewis
Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis4001	Lewis
Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis4002	Lewis
Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis4004	Lewis
Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis4005	Lewis
Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis4006	Lewis
Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis4007	Lewis
Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis4009	Lewis
